label,key,description,condition,category,technique,track_type,organism,strain,haplotype,first_author,pubmed_id
lohse_op_gfp_hapB_alignments,Lohse HapB Wor1p ChIP-Seq Opaque Cells Alignments,"Aligned reads, opaque cells, Wor1p ChIP-Seq, Hap B","Wor4p binding, Opaque Cells",Chromatin Binding,ChIP-Seq,Aligned reads,C. albicans,MLY1304,B,Lohse,26772749
,,,,,,,,,,,
lohse_op_gfp_hapB_coverage,Lohse HapB Wor1p ChIP-Seq Opaque Cells Coverage,"Read coverage, opaque cells, Wor1p ChIP-Seq, Hap B","Wor4p binding, Opaque Cells",Chromatin Binding,ChIP-Seq,Coverage plot,C. albicans,MLY1304,B,Lohse,26772749
,,,,,,,,,,,
lohse_op_gfp_hapB_density,Lohse HapB Wor1p ChIP-Seq Opaque Cells Density,"Read density, opaque cells, Wor1p ChIP-Seq, Hap B","Wor4p binding, Opaque Cells",Chromatin Binding,ChIP-Seq,Density plot,C. albicans,MLY1304,B,Lohse,26772749
,,,,,,,,,,,
Glazier_WT_SpiderB_HapA_alignments,Glazier et al DGE for WT on Spider (rep B; hap A) alignments,"Aligned strand-specific single-end reads, SC5314 Spider_B",Spider 37 deg,Gene Expression,RNA-Seq,Aligned reads,C. albicans,SC5314,A,Glazier ,37737633
,,,,,,,,,,,
Glazier_WT_SpiderB_HapA_coverage,Glazier et al DGE for WT on Spider (rep B; hap A) coverage,"Read coverage, SC5314 Spider_B",Spider 37 deg,Gene Expression,RNA-Seq,Coverage plot,C. albicans,SC5314,A,Glazier ,37737633
,,,,,,,,,,,
Glazier_WT_SpiderB_HapA_density,Glazier et al DGE for WT on Spider (rep B; hap A) density,"Read density, SC5314 Spider_B",Spider 37 deg,Gene Expression,RNA-Seq,Density plot,C. albicans,SC5314,A,Glazier ,37737633
,,,,,,,,,,,
Glazier_WT_SpiderA_HapA_alignments,Glazier et al DGE for WT on Spider (rep A; hap A) alignments,"Aligned strand-specific single-end reads, SC5314 Spider_A",Spider 37 deg,Gene Expression,RNA-Seq,Aligned reads,C. albicans,SC5314,A,Glazier ,37737633
,,,,,,,,,,,
Glazier_WT_SpiderA_HapA_coverage,Glazier et al DGE for WT on Spider (rep A; hap A) coverage,"Read coverage, SC5314 Spider_A",Spider 37 deg,Gene Expression,RNA-Seq,Coverage plot,C. albicans,SC5314,A,Glazier ,37737633
,,,,,,,,,,,
Glazier_WT_SpiderA_HapA_density,Glazier et al DGE for WT on Spider (rep A; hap A) density,"Read density, SC5314 Spider_A",Spider 37 deg,Gene Expression,RNA-Seq,Density plot,C. albicans,SC5314,A,Glazier ,37737633
,,,,,,,,,,,
Glazier_WT_RPMI_B_HapA_alignments,Glazier et al DGE for WT on RPMI (rep B; hap A) alignments,"Aligned strand-specific single-end reads, SC5314 RPMI_B",RPMI 37 deg,Gene Expression,RNA-Seq,Aligned reads,C. albicans,SC5314,A,Glazier ,37737633
,,,,,,,,,,,
Glazier_WT_RPMI_B_HapA_coverage,Glazier et al DGE for WT on BPMI (rep B; hap A) coverage,"Read coverage, SC5314 RPMI_B",RPMI 37 deg,Gene Expression,RNA-Seq,Coverage plot,C. albicans,SC5314,A,Glazier ,37737633
,,,,,,,,,,,
Glazier_WT_RPMI_B_HapA_density,Glazier et al DGE for WT on BPMI (rep B; hap A) density,"Read density, SC5314 RPMI_B",RPMI 37 deg,Gene Expression,RNA-Seq,Density plot,C. albicans,SC5314,A,Glazier ,37737633
,,,,,,,,,,,
Glazier_WT_RPMI_A_HapA_alignments,Glazier et al DGE for WT on BPMI (rep A; hap A) alignments,"Aligned strand-specific single-end reads, SC5314 RPMI_A",RPMI 37 deg,Gene Expression,RNA-Seq,Aligned reads,C. albicans,SC5314,A,Glazier ,37737633
,,,,,,,,,,,
Glazier_WT_RPMI_A_HapA_coverage,Glazier et al DGE for WT on BPMI (rep A; hap A) coverage,"Read coverage, SC5314 RPMI_A",RPMI 37 deg,Gene Expression,RNA-Seq,Coverage plot,C. albicans,SC5314,A,Glazier ,37737633
,,,,,,,,,,,
Glazier_WT_RPMI_A_HapA_density,Glazier et al DGE for WT on BPMI (rep A; hap A) density,"Read density, SC5314 RPMI_A",RPMI 37 deg,Gene Expression,RNA-Seq,Density plot,C. albicans,SC5314,A,Glazier ,37737633
,,,,,,,,,,,
Glazier_WT_YPD_B_HapA_alignments,Glazier et al WT control (rep B; hap A) alignments,"Aligned strand-specific single-end reads, SC5314 control_B",YPD 30 deg,Gene Expression,RNA-Seq,Aligned reads,C. albicans,SC5314,A,Glazier ,37737633
,,,,,,,,,,,
Glazier_WT_YPD_B_HapA_coverage,Glazier et al WT control (rep B; hap A) coverage,"Read coverage, SC5314 control_B",YPD 30 deg,Gene Expression,RNA-Seq,Coverage plot,C. albicans,SC5314,A,Glazier ,37737633
,,,,,,,,,,,
Glazier_WT_YPD_B_HapA_density,Glazier et al WT control (rep B; hap A) density,"Read density, SC5314 control_B",YPD 30 deg,Gene Expression,RNA-Seq,Density plot,C. albicans,SC5314,A,Glazier ,37737633
,,,,,,,,,,,
Glazier_WT_YPD_A_HapA_alignments,Glazier et al WT control (rep A; hap A) alignments,"Aligned strand-specific single-end reads, SC5314 control_A",YPD 30 deg,Gene Expression,RNA-Seq,Aligned reads,C. albicans,SC5314,A,Glazier ,37737633
,,,,,,,,,,,
Glazier_WT_YPD_A_HapA_coverage,Glazier et al WT control (rep A; hap A) coverage,"Read coverage, SC5314 control_A",YPD 30 deg,Gene Expression,RNA-Seq,Coverage plot,C. albicans,SC5314,A,Glazier ,37737633
,,,,,,,,,,,
Glazier_WT_YPD_A_HapA_density,Glazier et al WT control (rep A; hap A) density,"Read density, SC5314 control_A",YPD 30 deg,Gene Expression,RNA-Seq,Density plot,C. albicans,SC5314,A,Glazier ,37737633
,,,,,,,,,,,
Glazier_rob1_Spider_B_HapA_alignments,Glazier et al DGE for rob1 on Spider (rep B; hap A) alignments,"Aligned strand-specific single-end reads, SC5314_rob1 Spider_B",Spider 37 deg,Gene Expression,RNA-Seq,Aligned reads,C. albicans,SC5314_rob1,A,Glazier ,37737633
,,,,,,,,,,,
Glazier_rob1_Spider_B_HapA_coverage,Glazier et al DGE for rob1 on Spider (rep B; hap A) coverage,"Read coverage, SC5314_rob1 Spider_B",Spider 37 deg,Gene Expression,RNA-Seq,Coverage plot,C. albicans,SC5314_rob1,A,Glazier ,37737633
,,,,,,,,,,,
Glazier_rob1_Spider_B_HapA_density,Glazier et al DGE for rob1 on Spider (rep B; hap A) density,"Read density, SC5314_rob1 Spider_B",Spider 37 deg,Gene Expression,RNA-Seq,Density plot,C. albicans,SC5314_rob1,A,Glazier ,37737633
,,,,,,,,,,,
Glazier_rob1_Spider_A_HapA_alignments,Glazier et al DGE for rob1 on Spider (rep A; hap A) alignments,"Aligned strand-specific single-end reads, SC5314_rob1 Spider_A",Spider 37 deg,Gene Expression,RNA-Seq,Aligned reads,C. albicans,SC5314_rob1,A,Glazier ,37737633
,,,,,,,,,,,
Glazier_rob1_Spider_A_HapA_coverage,Glazier et al DGE for rob1 on Spider (rep A; hap A) coverage,"Read coverage, SC5314_rob1 Spider_A",Spider 37 deg,Gene Expression,RNA-Seq,Coverage plot,C. albicans,SC5314_rob1,A,Glazier ,37737633
,,,,,,,,,,,
Glazier_rob1_Spider_A_HapA_density,Glazier et al DGE for rob1 on Spider (rep A; hap A) density,"Read density, SC5314_rob1 Spider_A",Spider 37 deg,Gene Expression,RNA-Seq,Density plot,C. albicans,SC5314_rob1,A,Glazier ,37737633
,,,,,,,,,,,
Glazier_rob1_RPMI_B_HapA_alignments,Glazier et al DGE for rob1 on RPMI (rep B; hap A) alignments,"Aligned strand-specific single-end reads, SC5314_rob1 RPMI_B",RPMI 37 deg,Gene Expression,RNA-Seq,Aligned reads,C. albicans,SC5314_rob1,A,Glazier ,37737633
,,,,,,,,,,,
Glazier_rob1_RPMI_B_HapA_coverage,Glazier et al DGE for rob1 on BPMI (rep B; hap A) coverage,"Read coverage, SC5314_rob1 RPMI_B",RPMI 37 deg,Gene Expression,RNA-Seq,Coverage plot,C. albicans,SC5314_rob1,A,Glazier ,37737633
,,,,,,,,,,,
Glazier_rob1_RPMI_B_HapA_density,Glazier et al DGE for rob1 on BPMI (rep B; hap A) density,"Read density, SC5314_rob1 RPMI_B",RPMI 37 deg,Gene Expression,RNA-Seq,Density plot,C. albicans,SC5314_rob1,A,Glazier ,37737633
,,,,,,,,,,,
Glazier_rob1_RPMI_A_HapA_alignments,Glazier et al DGE for rob1 on BPMI (rep A; hap A) alignments,"Aligned strand-specific single-end reads, SC5314_rob1 RPMI_A",RPMI 37 deg,Gene Expression,RNA-Seq,Aligned reads,C. albicans,SC5314_rob1,A,Glazier ,37737633
,,,,,,,,,,,
Glazier_rob1_RPMI_A_HapA_coverage,Glazier et al DGE for rob1 on BPMI (rep A; hap A) coverage,"Read coverage, SC5314_rob1 RPMI_A",RPMI 37 deg,Gene Expression,RNA-Seq,Coverage plot,C. albicans,SC5314_rob1,A,Glazier ,37737633
,,,,,,,,,,,
Glazier_rob1_RPMI_A_HapA_density,Glazier et al DGE for rob1 on BPMI (rep A; hap A) density,"Read density, SC5314_rob1 RPMI_A",RPMI 37 deg,Gene Expression,RNA-Seq,Density plot,C. albicans,SC5314_rob1,A,Glazier ,37737633
,,,,,,,,,,,
Glazier_rob1_YPD_B_HapA_alignments,Glazier et al rob1 control (rep B; hap A) alignments,"Aligned strand-specific single-end reads, SC5314_rob1 control_B",YPD 30 deg,Gene Expression,RNA-Seq,Aligned reads,C. albicans,SC5314_rob1,A,Glazier ,37737633
,,,,,,,,,,,
Glazier_rob1_YPD_B_HapA_coverage,Glazier et al rob1 control (rep B; hap A) coverage,"Read coverage, SC5314_rob1 control_B",YPD 30 deg,Gene Expression,RNA-Seq,Coverage plot,C. albicans,SC5314_rob1,A,Glazier ,37737633
,,,,,,,,,,,
Glazier_rob1_YPD_B_HapA_density,Glazier et al rob1 control (rep B; hap A) density,"Read density, SC5314_rob1 control_B",YPD 30 deg,Gene Expression,RNA-Seq,Density plot,C. albicans,SC5314_rob1,A,Glazier ,37737633
,,,,,,,,,,,
Glazier_rob1_YPD_A_HapA_alignments,Glazier et al rob1 control (rep A; hap A) alignments,"Aligned strand-specific single-end reads, SC5314_rob1 control_A",YPD 30 deg,Gene Expression,RNA-Seq,Aligned reads,C. albicans,SC5314_rob1,A,Glazier ,37737633
,,,,,,,,,,,
Glazier_rob1_YPD_A_HapA_coverage,Glazier et al rob1 control (rep A; hap A) coverage,"Read coverage, SC5314_rob1 control_A",YPD 30 deg,Gene Expression,RNA-Seq,Coverage plot,C. albicans,SC5314_rob1,A,Glazier ,37737633
,,,,,,,,,,,
Glazier_rob1_YPD_A_HapA_density,Glazier et al rob1 control (rep A; hap A) density,"Read density, SC5314_rob1 control_A",YPD 30 deg,Gene Expression,RNA-Seq,Density plot,C. albicans,SC5314_rob1,A,Glazier ,37737633
,,,,,,,,,,,
Glazier_WT_SpiderB_HapB_alignments,Glazier et al DGE for WT on Spider (rep B; hap B) alignments,"Aligned strand-specific single-end reads, SC5314 Spider_B",Spider 37 deg,Gene Expression,RNA-Seq,Aligned reads,C. albicans,SC5314,B,Glazier ,37737633
,,,,,,,,,,,
Glazier_WT_SpiderB_HapB_coverage,Glazier et al DGE for WT on Spider (rep B; hap B) coverage,"Read coverage, SC5314 Spider_B",Spider 37 deg,Gene Expression,RNA-Seq,Coverage plot,C. albicans,SC5314,B,Glazier ,37737633
,,,,,,,,,,,
Glazier_WT_SpiderB_HapB_density,Glazier et al DGE for WT on Spider (rep B; hap B) density,"Read density, SC5314 Spider_B",Spider 37 deg,Gene Expression,RNA-Seq,Density plot,C. albicans,SC5314,B,Glazier ,37737633
,,,,,,,,,,,
Glazier_WT_SpiderA_HapB_alignments,Glazier et al DGE for WT on Spider (rep A; hap B) alignments,"Aligned strand-specific single-end reads, SC5314 Spider_A",Spider 37 deg,Gene Expression,RNA-Seq,Aligned reads,C. albicans,SC5314,B,Glazier ,37737633
,,,,,,,,,,,
Glazier_WT_SpiderA_HapB_coverage,Glazier et al DGE for WT on Spider (rep A; hap B) coverage,"Read coverage, SC5314 Spider_A",Spider 37 deg,Gene Expression,RNA-Seq,Coverage plot,C. albicans,SC5314,B,Glazier ,37737633
,,,,,,,,,,,
Glazier_WT_SpiderA_HapB_density,Glazier et al DGE for WT on Spider (rep A; hap B) density,"Read density, SC5314 Spider_A",Spider 37 deg,Gene Expression,RNA-Seq,Density plot,C. albicans,SC5314,B,Glazier ,37737633
,,,,,,,,,,,
Glazier_WT_RPMI_B_HapB_alignments,Glazier et al DGE for WT on RPMI (rep B; hap B) alignments,"Aligned strand-specific single-end reads, SC5314 RPMI_B",RPMI 37 deg,Gene Expression,RNA-Seq,Aligned reads,C. albicans,SC5314,B,Glazier ,37737633
,,,,,,,,,,,
Glazier_WT_RPMI_B_HapB_coverage,Glazier et al DGE for WT on BPMI (rep B; hap B) coverage,"Read coverage, SC5314 RPMI_B",RPMI 37 deg,Gene Expression,RNA-Seq,Coverage plot,C. albicans,SC5314,B,Glazier ,37737633
,,,,,,,,,,,
Glazier_WT_RPMI_B_HapB_density,Glazier et al DGE for WT on BPMI (rep B; hap B) density,"Read density, SC5314 RPMI_B",RPMI 37 deg,Gene Expression,RNA-Seq,Density plot,C. albicans,SC5314,B,Glazier ,37737633
,,,,,,,,,,,
Glazier_WT_RPMI_A_HapB_alignments,Glazier et al DGE for WT on BPMI (rep A; hap B) alignments,"Aligned strand-specific single-end reads, SC5314 RPMI_A",RPMI 37 deg,Gene Expression,RNA-Seq,Aligned reads,C. albicans,SC5314,B,Glazier ,37737633
,,,,,,,,,,,
Glazier_WT_RPMI_A_HapB_coverage,Glazier et al DGE for WT on BPMI (rep A; hap B) coverage,"Read coverage, SC5314 RPMI_A",RPMI 37 deg,Gene Expression,RNA-Seq,Coverage plot,C. albicans,SC5314,B,Glazier ,37737633
,,,,,,,,,,,
Glazier_WT_RPMI_A_HapB_density,Glazier et al DGE for WT on BPMI (rep A; hap B) density,"Read density, SC5314 RPMI_A",RPMI 37 deg,Gene Expression,RNA-Seq,Density plot,C. albicans,SC5314,B,Glazier ,37737633
,,,,,,,,,,,
Glazier_WT_YPD_B_HapB_alignments,Glazier et al WT control (rep B; hap B) alignments,"Aligned strand-specific single-end reads, SC5314 control_B",YPD 30 deg,Gene Expression,RNA-Seq,Aligned reads,C. albicans,SC5314,B,Glazier ,37737633
,,,,,,,,,,,
Glazier_WT_YPD_B_HapB_coverage,Glazier et al WT control (rep B; hap B) coverage,"Read coverage, SC5314 control_B",YPD 30 deg,Gene Expression,RNA-Seq,Coverage plot,C. albicans,SC5314,B,Glazier ,37737633
,,,,,,,,,,,
Glazier_WT_YPD_B_HapB_density,Glazier et al WT control (rep B; hap B) density,"Read density, SC5314 control_B",YPD 30 deg,Gene Expression,RNA-Seq,Density plot,C. albicans,SC5314,B,Glazier ,37737633
,,,,,,,,,,,
Glazier_WT_YPD_A_HapB_alignments,Glazier et al WT control (rep A; hap B) alignments,"Aligned strand-specific single-end reads, SC5314 control_A",YPD 30 deg,Gene Expression,RNA-Seq,Aligned reads,C. albicans,SC5314,B,Glazier ,37737633
,,,,,,,,,,,
Glazier_WT_YPD_A_HapB_coverage,Glazier et al WT control (rep A; hap B) coverage,"Read coverage, SC5314 control_A",YPD 30 deg,Gene Expression,RNA-Seq,Coverage plot,C. albicans,SC5314,B,Glazier ,37737633
,,,,,,,,,,,
Glazier_WT_YPD_A_HapB_density,Glazier et al WT control (rep A; hap B) density,"Read density, SC5314 control_A",YPD 30 deg,Gene Expression,RNA-Seq,Density plot,C. albicans,SC5314,B,Glazier ,37737633
,,,,,,,,,,,
Glazier_rob1_Spider_B_HapB_alignments,Glazier et al DGE for rob1 on Spider (rep B; hap B) alignments,"Aligned strand-specific single-end reads, SC5314_rob1 Spider_B",Spider 37 deg,Gene Expression,RNA-Seq,Aligned reads,C. albicans,SC5314_rob1,B,Glazier ,37737633
,,,,,,,,,,,
Glazier_rob1_Spider_B_HapB_coverage,Glazier et al DGE for rob1 on Spider (rep B; hap B) coverage,"Read coverage, SC5314_rob1 Spider_B",Spider 37 deg,Gene Expression,RNA-Seq,Coverage plot,C. albicans,SC5314_rob1,B,Glazier ,37737633
,,,,,,,,,,,
Glazier_rob1_Spider_B_HapB_density,Glazier et al DGE for rob1 on Spider (rep B; hap B) density,"Read density, SC5314_rob1 Spider_B",Spider 37 deg,Gene Expression,RNA-Seq,Density plot,C. albicans,SC5314_rob1,B,Glazier ,37737633
,,,,,,,,,,,
Glazier_rob1_Spider_A_HapB_alignments,Glazier et al DGE for rob1 on Spider (rep A; hap B) alignments,"Aligned strand-specific single-end reads, SC5314_rob1 Spider_A",Spider 37 deg,Gene Expression,RNA-Seq,Aligned reads,C. albicans,SC5314_rob1,B,Glazier ,37737633
,,,,,,,,,,,
Glazier_rob1_Spider_A_HapB_coverage,Glazier et al DGE for rob1 on Spider (rep A; hap B) coverage,"Read coverage, SC5314_rob1 Spider_A",Spider 37 deg,Gene Expression,RNA-Seq,Coverage plot,C. albicans,SC5314_rob1,B,Glazier ,37737633
,,,,,,,,,,,
Glazier_rob1_Spider_A_HapB_density,Glazier et al DGE for rob1 on Spider (rep A; hap B) density,"Read density, SC5314_rob1 Spider_A",Spider 37 deg,Gene Expression,RNA-Seq,Density plot,C. albicans,SC5314_rob1,B,Glazier ,37737633
,,,,,,,,,,,
Glazier_rob1_RPMI_B_HapB_alignments,Glazier et al DGE for rob1 on RPMI (rep B; hap B) alignments,"Aligned strand-specific single-end reads, SC5314_rob1 RPMI_B",RPMI 37 deg,Gene Expression,RNA-Seq,Aligned reads,C. albicans,SC5314_rob1,B,Glazier ,37737633
,,,,,,,,,,,
Glazier_rob1_RPMI_B_HapB_coverage,Glazier et al DGE for rob1 on BPMI (rep B; hap B) coverage,"Read coverage, SC5314_rob1 RPMI_B",RPMI 37 deg,Gene Expression,RNA-Seq,Coverage plot,C. albicans,SC5314_rob1,B,Glazier ,37737633
,,,,,,,,,,,
Glazier_rob1_RPMI_B_HapB_density,Glazier et al DGE for rob1 on BPMI (rep B; hap B) density,"Read density, SC5314_rob1 RPMI_B",RPMI 37 deg,Gene Expression,RNA-Seq,Density plot,C. albicans,SC5314_rob1,B,Glazier ,37737633
,,,,,,,,,,,
Glazier_rob1_RPMI_A_HapB_alignments,Glazier et al DGE for rob1 on BPMI (rep A; hap B) alignments,"Aligned strand-specific single-end reads, SC5314_rob1 RPMI_A",RPMI 37 deg,Gene Expression,RNA-Seq,Aligned reads,C. albicans,SC5314_rob1,B,Glazier ,37737633
,,,,,,,,,,,
Glazier_rob1_RPMI_A_HapB_coverage,Glazier et al DGE for rob1 on BPMI (rep A; hap B) coverage,"Read coverage, SC5314_rob1 RPMI_A",RPMI 37 deg,Gene Expression,RNA-Seq,Coverage plot,C. albicans,SC5314_rob1,B,Glazier ,37737633
,,,,,,,,,,,
Glazier_rob1_RPMI_A_HapB_density,Glazier et al DGE for rob1 on BPMI (rep A; hap B) density,"Read density, SC5314_rob1 RPMI_A",RPMI 37 deg,Gene Expression,RNA-Seq,Density plot,C. albicans,SC5314_rob1,B,Glazier ,37737633
,,,,,,,,,,,
Glazier_rob1_YPD_B_HapB_alignments,Glazier et al rob1 control (rep B; hap B) alignments,"Aligned strand-specific single-end reads, SC5314_rob1 control_B",YPD 30 deg,Gene Expression,RNA-Seq,Aligned reads,C. albicans,SC5314_rob1,B,Glazier ,37737633
,,,,,,,,,,,
Glazier_rob1_YPD_B_HapB_coverage,Glazier et al rob1 control (rep B; hap B) coverage,"Read coverage, SC5314_rob1 control_B",YPD 30 deg,Gene Expression,RNA-Seq,Coverage plot,C. albicans,SC5314_rob1,B,Glazier ,37737633
,,,,,,,,,,,
Glazier_rob1_YPD_B_HapB_density,Glazier et al rob1 control (rep B; hap B) density,"Read density, SC5314_rob1 control_B",YPD 30 deg,Gene Expression,RNA-Seq,Density plot,C. albicans,SC5314_rob1,B,Glazier ,37737633
,,,,,,,,,,,
Glazier_rob1_YPD_A_HapB_alignments,Glazier et al rob1 control (rep A; hap B) alignments,"Aligned strand-specific single-end reads, SC5314_rob1 control_A",YPD 30 deg,Gene Expression,RNA-Seq,Aligned reads,C. albicans,SC5314_rob1,B,Glazier ,37737633
,,,,,,,,,,,
Glazier_rob1_YPD_A_HapB_coverage,Glazier et al rob1 control (rep A; hap B) coverage,"Read coverage, SC5314_rob1 control_A",YPD 30 deg,Gene Expression,RNA-Seq,Coverage plot,C. albicans,SC5314_rob1,B,Glazier ,37737633
,,,,,,,,,,,
Glazier_rob1_YPD_A_HapB_density,Glazier et al rob1 control (rep A; hap B) density,"Read density, SC5314_rob1 control_A",YPD 30 deg,Gene Expression,RNA-Seq,Density plot,C. albicans,SC5314_rob1,B,Glazier ,37737633
,,,,,,,,,,,
Shivarathri_WT_control_I_HapA_alignments,Shivarathri et al WT control (biol rep I; hap A) alignments,"Aligned strand-specific single-end reads, SC5314 control",control,Gene Expression,RNA-Seq,alignments,C. albicans,SC5314,A,Shivarathri,31263212
,,,,,,,,,,,
Shivarathri_WT_control_I_HapA_coverage,Shivarathri et al WT control (biol rep I; hap A) coverage,"Read coverage, SC5314 control",control,Gene Expression,RNA-Seq,coverage,C. albicans,SC5314,A,Shivarathri,31263212
,,,,,,,,,,,
Shivarathri_WT_control_I_HapA_density,Shivarathri et al WT control (biol rep I; hap A) density,"Read density, SC5314 control",control,Gene Expression,RNA-Seq,density,C. albicans,SC5314,A,Shivarathri,31263212
,,,,,,,,,,,
Shivarathri_WT_casp_15min_I_HapA_alignments,Shivarathri et al DGE for WT on caspofungin 15 min (biol rep I; hap A) alignments,"Aligned strand-specific single-end reads, SC5314 casp_15",caspofungin 15 min,Gene Expression,RNA-Seq,alignments,C. albicans,SC5314,A,Shivarathri,31263212
,,,,,,,,,,,
Shivarathri_WT_casp_15min_I_HapA_coverage,Shivarathri et al DGE for WT on caspofungin 15 min (biol rep I; hap A) coverage,"Read coverage, SC5314 casp_15",caspofungin 15 min,Gene Expression,RNA-Seq,coverage,C. albicans,SC5314,A,Shivarathri,31263212
,,,,,,,,,,,
Shivarathri_WT_casp_15min_I_HapA_density,Shivarathri et al DGE for WT on caspofungin 15 min (biol rep I; hap A) density,"Read density, SC5314 casp_15",caspofungin 15 min,Gene Expression,RNA-Seq,density,C. albicans,SC5314,A,Shivarathri,31263212
,,,,,,,,,,,
Shivarathri_WT_casp_45min_I_HapA_alignments,Shivarathri et al DGE for WT on caspofungin 45 min (biol rep I; hap A) alignments,"Aligned strand-specific single-end reads, SC5314 casp_45",caspofungin 45 min,Gene Expression,RNA-Seq,alignments,C. albicans,SC5314,A,Shivarathri,31263212
,,,,,,,,,,,
Shivarathri_WT_casp_45min_I_HapA_coverage,Shivarathri et al DGE for WT on caspofungin 45 min (biol rep I; hap A) coverage,"Read coverage, SC5314 casp_45",caspofungin 45 min,Gene Expression,RNA-Seq,coverage,C. albicans,SC5314,A,Shivarathri,31263212
,,,,,,,,,,,
Shivarathri_WT_casp_45min_I_HapA_density,Shivarathri et al DGE for WT on caspofungin 45 min (biol rep I; hap A) density,"Read density, SC5314 casp_45",caspofungin 45 min,Gene Expression,RNA-Seq,density,C. albicans,SC5314,A,Shivarathri,31263212
,,,,,,,,,,,
Shivarathri_gcn5_control_I_HapA_alignments,Shivarathri et al gcn5 control (biol rep I; hap A) alignments,"Aligned strand-specific single-end reads, SC5314_gcn5 control",control,Gene Expression,RNA-Seq,alignments,C. albicans,SC5314_gcn5,A,Shivarathri,31263212
,,,,,,,,,,,
Shivarathri_gcn5_control_I_HapA_coverage,Shivarathri et al gcn5 control (biol rep I; hap A) coverage,"Read coverage, SC5314_gcn5 control",control,Gene Expression,RNA-Seq,coverage,C. albicans,SC5314_gcn5,A,Shivarathri,31263212
,,,,,,,,,,,
Shivarathri_gcn5_control_I_HapA_density,Shivarathri et al gcn5 control (biol rep I; hap A) density,"Read density, SC5314_gcn5 control",control,Gene Expression,RNA-Seq,density,C. albicans,SC5314_gcn5,A,Shivarathri,31263212
,,,,,,,,,,,
Shivarathri_gcn5_casp_15min_I_HapA_alignments,Shivarathri et al DGE for gcn5 on caspofungin 15 min (biol rep I; hap A) alignments,"Aligned strand-specific single-end reads, SC5314_gcn5 casp_15",caspofungin 15 min,Gene Expression,RNA-Seq,alignments,C. albicans,SC5314_gcn5,A,Shivarathri,31263212
,,,,,,,,,,,
Shivarathri_gcn5_casp_15min_I_HapA_coverage,Shivarathri et al DGE for gcn5 on caspofungin 15 min (biol rep I; hap A) coverage,"Read coverage, SC5314_gcn5 casp_15",caspofungin 15 min,Gene Expression,RNA-Seq,coverage,C. albicans,SC5314_gcn5,A,Shivarathri,31263212
,,,,,,,,,,,
Shivarathri_gcn5_casp_15min_I_HapA_density,Shivarathri et al DGE for gcn5 on caspofungin 15 min (biol rep I; hap A) density,"Read density, SC5314_gcn5 casp_15",caspofungin 15 min,Gene Expression,RNA-Seq,density,C. albicans,SC5314_gcn5,A,Shivarathri,31263212
,,,,,,,,,,,
Shivarathri_gcn5_casp_45min_I_HapA_alignments,Shivarathri et al DGE for gcn5 on caspofungin 45 min (biol rep I; hap A) alignments,"Aligned strand-specific single-end reads, SC5314_gcn5 casp_45",caspofungin 45 min,Gene Expression,RNA-Seq,alignments,C. albicans,SC5314_gcn5,A,Shivarathri,31263212
,,,,,,,,,,,
Shivarathri_gcn5_casp_45min_I_HapA_coverage,Shivarathri et al DGE for gcn5 on caspofungin 45 min (biol rep I; hap A) coverage,"Read coverage, SC5314_gcn5 casp_45",caspofungin 45 min,Gene Expression,RNA-Seq,coverage,C. albicans,SC5314_gcn5,A,Shivarathri,31263212
,,,,,,,,,,,
Shivarathri_gcn5_casp_45min_I_HapA_density,Shivarathri et al DGE for gcn5 on caspofungin 45 min (biol rep I; hap A) density,"Read density, SC5314_gcn5 casp_45",caspofungin 45 min,Gene Expression,RNA-Seq,density,C. albicans,SC5314_gcn5,A,Shivarathri,31263212
,,,,,,,,,,,
Shivarathri_WT_control_II_HapA_alignments,Shivarathri et al WT control (biol rep II; hap A) alignments,"Aligned strand-specific single-end reads, SC5314 control",control,Gene Expression,RNA-Seq,alignments,C. albicans,SC5314,A,Shivarathri,31263212
,,,,,,,,,,,
Shivarathri_WT_control_II_HapA_coverage,Shivarathri et al WT control (biol rep II; hap A) coverage,"Read coverage, SC5314 control",control,Gene Expression,RNA-Seq,coverage,C. albicans,SC5314,A,Shivarathri,31263212
,,,,,,,,,,,
Shivarathri_WT_control_II_HapA_density,Shivarathri et al WT control (biol rep II; hap A) density,"Read density, SC5314 control",control,Gene Expression,RNA-Seq,density,C. albicans,SC5314,A,Shivarathri,31263212
,,,,,,,,,,,
Shivarathri_WT_casp_15min_II_HapA_alignments,Shivarathri et al DGE for WT on caspofungin 15 min (biol rep II; hap A) alignments,"Aligned strand-specific single-end reads, SC5314 casp_15",caspofungin 15 min,Gene Expression,RNA-Seq,alignments,C. albicans,SC5314,A,Shivarathri,31263212
,,,,,,,,,,,
Shivarathri_WT_casp_15min_II_HapA_coverage,Shivarathri et al DGE for WT on caspofungin 15 min (biol rep II; hap A) coverage,"Read coverage, SC5314 casp_15",caspofungin 15 min,Gene Expression,RNA-Seq,coverage,C. albicans,SC5314,A,Shivarathri,31263212
,,,,,,,,,,,
Shivarathri_WT_casp_15min_II_HapA_density,Shivarathri et al DGE for WT on caspofungin 15 min (biol rep II; hap A) density,"Read density, SC5314 casp_15",caspofungin 15 min,Gene Expression,RNA-Seq,density,C. albicans,SC5314,A,Shivarathri,31263212
,,,,,,,,,,,
